Symbol,Name,Country
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States
MSI,Motorola Solutions Inc. Common Stock,United States
MSM,MSC Industrial Direct Company Inc. Common Stock,United States
MSN,Emerson Radio Corporation Common Stock,United States
MSON,MISONIX Inc. Common Stock (DE),United States
MSP,Datto Holding Corp. Common Stock,United States
MSTR,MicroStrategy Incorporated Common Stock Class A,United States
MSVB,Mid-Southern Bancorp Inc. Common Stock,United States
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg
MTA,Metalla Royalty & Streaming Ltd. Common Shares,
MTAC,MedTech Acquisition Corporation Class A Common Stock,United States
MTACU,MedTech Acquisition Corporation Unit,United States
MTACW,MedTech Acquisition Corporation Warrant,United States
MTAL,Metals Acquisition Corp Class A Ordinary Shares,
MTB,M&T Bank Corporation Common Stock,United States
MTBC,CareCloud Inc. Common Stock,United States
MTBCP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,United States
MTC,MMTec Inc. Common Shares,China
MTCH,Match Group Inc. Common Stock,United States
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,Luxembourg
MTCR,Metacrine Inc. Common Stock,United States
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland
MTDR,Matador Resources Company Common Stock,United States
MTEM,Molecular Templates Inc. Common Stock,United States
MTEX,Mannatech Incorporated Common Stock,United States
MTG,MGIC Investment Corporation Common Stock,United States
MTH,Meritage Homes Corporation Common Stock,United States
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),Russia
MTL^,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),Russia
MTLS,Materialise NV American Depositary Shares,Belgium
MTN,Vail Resorts Inc. Common Stock,United States
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States
MTOR,Meritor Inc. Common Stock,United States
MTP,Midatech Pharma PLC American Depositary Shs,United Kingdom
MTR,Mesa Royalty Trust Common Stock,United States
MTRN,Materion Corporation,United States
MTRX,Matrix Service Company Common Stock,United States
MTRYU,Monterey Bio Acquisition Corporation Unit,United States
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States
MTTR,Matterport Inc. Class A Common Stock,United States
MTTRW,Matterport Inc. Warrant,United States
MTW,Manitowoc Company Inc. (The) Common Stock,United States
MTX,Minerals Technologies Inc. Common Stock,United States
MTZ,MasTec Inc. Common Stock,United States
MU,Micron Technology Inc. Common Stock,United States
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States
MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,United States
MUDSU,Mudrick Capital Acquisition Corporation II Unit,United States
MUDSW,Mudrick Capital Acquisition Corporation II Warrant,United States
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan
MUI,BlackRock Municipal Income Fund Inc. Common Stock,United States
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States
MUR,Murphy Oil Corporation Common Stock,United States
MUSA,Murphy USA Inc. Common Stock,United States
MUX,McEwen Mining Inc. Common Stock,Canada
MVBF,MVB Financial Corp. Common Stock,United States
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States
MVIS,MicroVision Inc. Common Stock,United States
MVO,MV Oil Trust Units of Beneficial Interests,United States
MVST,Microvast Holdings Inc. Common Stock,United States
MVSTW,Microvast Holdings Inc. Warrants,United States
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States
MWA,MUELLER WATER PRODUCTS Common Stock,United States
MX,Magnachip Semiconductor Corporation Common Stock,Luxembourg
MXC,Mexco Energy Corporation Common Stock,United States
MXCT,MaxCyte Inc. Common Stock,United States
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States
MXF,Mexico Fund Inc. (The) Common Stock,United States
MXL,MaxLinear Inc. Common Stock,United States
MYC,Blackrock MuniYield California Fund Inc. Common Stock,United States
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States
MYE,Myers Industries Inc. Common Stock,United States
MYFW,First Western Financial Inc. Common Stock,United States
MYGN,Myriad Genetics Inc. Common Stock,United States
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,United States
MYMD,MyMD Pharmaceuticals Inc. Common Stock,United States
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States
MYO,Myomo Inc. Common Stock,United States
MYOV,Myovant Sciences Ltd. Common Shares,United States
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States
MYPSW,PLAYSTUDIOS Inc. Warrant,United States
MYRG,MYR Group Inc. Common Stock,United States
MYSZ,My Size Inc. Common Stock,Israel
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,
NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,Malta
NAACW,North Atlantic Acquisition Corporation Warrant,Malta
NABL,N-able Inc. Common Stock,
NAC,Nuveen California Quality Municipal Income Fund,United States
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States
NAII,Natural Alternatives International Inc. Common Stock,United States
NAK,Northern Dynasty Minerals Ltd. Common Stock,Canada
NAKD,Naked Brand Group Limited Ordinary Shares,New Zealand
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States
NAOV,NanoVibronix Inc. Common Stock,United States
NAPA,The Duckhorn Portfolio Inc. Common Stock,
NARI,Inari Medical Inc. Common Stock,United States
NAT,Nordic American Tankers Limited Common Stock,Bermuda
NATH,Nathan's Famous Inc. Common Stock,United States
NATI,National Instruments Corporation Common Stock,United States
NATR,Nature's Sunshine Products Inc. Common Stock,United States
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,United States
NAVI,Navient Corporation Common Stock,United States
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States
NBEV,NewAge Inc. Common Stock (Delaware),United States
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States
NBHC,National Bank Holdings Corporation Common Stock,United States
NBIX,Neurocrine Biosciences Inc. Common Stock,United States
NBN,Northeast Bank Common Stock,United States
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,United States
NBR,Nabors Industries Ltd.,Bermuda
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,Ireland
NBSE,NeuBase Therapeutics Inc.  Common Stock,United States
NBST,Newbury Street Acquisition Corporation Common Stock,United States
NBSTW,Newbury Street Acquisition Corporation Warrants,United States
NBTB,NBT Bancorp Inc. Common Stock,United States
NBTX,Nanobiotix S.A. American Depositary Shares,France
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,United States
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States
NC,NACCO Industries Inc. Common Stock,United States
NCA,Nuveen California Municipal Value Fund,United States
NCBS,Nicolet Bankshares Inc. Common Stock,United States
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States
NCMI,National CineMedia Inc. Common Stock,United States
NCNA,NuCana plc American Depositary Share,United Kingdom
NCNO,nCino Inc. Common Stock,United States
NCR,NCR Corporation Common Stock,United States
NCSM,NCS Multistage Holdings Inc. Common Stock,United States
NCTY,The9 Limited American Depository Shares,China
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,United States
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,United States
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,United States
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,United States
NDAC,NightDragon Acquisition Corp. Class A Common stock,United States
NDACU,NightDragon Acquisition Corp. SCALE Units,United States
NDACW,NightDragon Acquisition Corp. Warrants to purchase Class A common stock,United States
NDAQ,Nasdaq Inc. Common Stock,United States
NDLS,Noodles & Company Class A Common Stock,United States
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States
NDRA,ENDRA Life Sciences Inc. Common Stock,United States
NDRAW,ENDRA Life Sciences Inc. Warrants,United States
NDSN,Nordson Corporation Common Stock,United States
NE,Noble Corporation plc Ordinary Shares,
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States
NECB,NorthEast Community Bancorp Inc. Common Stock,United States
NEE,NextEra Energy Inc. Common Stock,United States
NEE^K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,United States
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,United States
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,United States
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,United States
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,United States
NEGG,Newegg Commerce Inc. Common Shares,China
NEM,Newmont Corporation,United States
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States
NEO,NeoGenomics Inc. Common Stock,United States
NEOG,Neogen Corporation Common Stock,United States
NEON,Neonode Inc. Common Stock,Sweden
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States
NEPH,Nephros Inc. Common Stock,United States
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Canada
NERV,Minerva Neurosciences Inc Common Stock,United States
NES,Nuverra Environmental Solutions Inc. Common Stock,United States
NESR,National Energy Services Reunited Corp. Ordinary Shares,United States
NESRW,National Energy Services Reunited Corp. Warrant,United States
NET,Cloudflare Inc. Class A Common Stock,United States
NETE,Net Element Inc. Common Stock,United States
NETI,Eneti Inc. Common Stock,Monaco
NEU,NewMarket Corp Common Stock,United States
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,United States
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,
NEWP,New Pacific Metals Corp. Common Shares,
NEWR,New Relic Inc. Common Stock,United States
NEWT,Newtek Business Services Corp. Common Stock (Maryland),United States
NEWTL,Newtek Business Services Corp. 5.75% Notes due 2024,United States
NEWTZ,Newtek Business Services Corp. 5.50% Notes Due 2026,United States
NEX,NexTier Oilfield Solutions Inc. Common Stock,United States
NEXA,Nexa Resources S.A. Common Shares,
NEXI,NexImmune Inc. Common Stock,United States
NEXT,NextDecade Corporation Common Stock,United States
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States
NFE,New Fortress Energy Inc. Class A Common Stock,United States
NFG,National Fuel Gas Company Common Stock,United States
NFGC,New Found Gold Corp Common Shares,
NFH,New Frontier Health Corporation Ordinary Shares,
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States
NFLX,Netflix Inc. Common Stock,United States
NG,Novagold Resources Inc.,Canada
NGAB,Northern Genesis Acquisition Corp. II Common Stock,
NGC,Northern Genesis Acquisition Corp. III Common Stock,
NGCA,NextGen Acquisition Corp. II Class A Ordinary Shares,United States
NGCAU,NextGen Acquisition Corp. II Units,United States
NGCAW,NextGen Acquisition Corp. II Warrant,United States
NGD,New Gold Inc.,Canada
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,United States
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States
NGM,NGM Biopharmaceuticals Inc. Common Stock,United States
NGMS,NeoGames S.A. Ordinary Shares,Israel
NGS,Natural Gas Services Group Inc. Common Stock,United States
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States
NGVT,Ingevity Corporation Common Stock ,
NH,NantHealth Inc. Common Stock,United States
NHC,National HealthCare Corporation Common Stock,United States
NHF,NexPoint Strategic Opportunities Fund,
NHF^A,NexPoint Strategic Opportunities Fund 5.50% Series A Cumulative Preferred Shares,
NHI,National Health Investors Inc. Common Stock,United States
NHS,Neuberger Berman High Yield Strategies Fund,United States
NHTC,Natural Health Trends Corp. Common Stock,United States
NI,NiSource Inc Common Stock,United States
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,United States
NICE,NICE Ltd American Depositary Shares,Israel
NICK,Nicholas Financial Inc. Common Stock,United States
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,United States
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States
NIMC,NiSource Inc Series A Corporate Units,United States
NINE,Nine Energy Service Inc. Common Stock,United States
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,China
NIU,Niu Technologies American Depositary Shares,China
